image_name,# of ecDNA (DAPI),# of ecDNA (green),# of ecDNA (red),# of ecDNA (DAPI and green),# of ecDNA (DAPI and red),# of ecDNA (red and green),# of ecDNA (DAPI and red and green),# of HSR (red),# of HSR (green)
7645.tif,"(1, 16)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7646.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7649.tif,"(16, 926)","(1, 7)","(3, 29)",0.0,0.0,0.0,0.0,2.0,2.0
7650.tif,"(27, 1517)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7651.tif,"(1, 29)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,1.0
7652.tif,"(4, 200)","(0, 0.0)","(1, 1)",0.0,0.0,0.0,0.0,1.0,0.0
7653.tif,"(16, 734)","(1, 2)","(1, 1)",0.0,0.0,0.0,0.0,1.0,0.0
7654.tif,"(22, 1136)","(0, 0.0)","(2, 4)",0.0,0.0,0.0,0.0,1.0,1.0
7655.tif,"(10, 494)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,1.0
7657.tif,"(12, 675)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7658.tif,"(14, 712)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7659.tif,"(2, 81)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7660.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7661.tif,"(0, 0.0)","(1, 67)","(1, 43)",0.0,0.0,1.0,0.0,0.0,0.0
7665.tif,"(17, 820)","(2, 99)","(1, 68)",0.0,0.0,1.0,0.0,0.0,0.0
7666.tif,"(9, 306)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7669.tif,"(33, 1806)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,2.0,2.0
7670.tif,"(31, 1849)","(0, 0.0)","(1, 3)",0.0,0.0,0.0,0.0,1.0,1.0
7672.tif,"(26, 1285)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,1.0,1.0
7673.tif,"(64, 3306)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
7674.tif,"(46, 2490)","(0, 0.0)","(2, 7)",0.0,0.0,0.0,0.0,1.0,3.0
7677.tif,"(15, 626)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7685.tif,"(4, 228)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
7686.tif,"(8, 494)","(3, 35)","(3, 7)",0.0,0.0,1.0,0.0,2.0,2.0
7687.tif,"(4, 218)","(0, 0.0)","(1, 24)",0.0,0.0,0.0,0.0,1.0,0.0
7689.tif,"(10, 627)","(2, 11)","(0, 0.0)",0.0,0.0,0.0,0.0,2.0,3.0
7690.tif,"(32, 1735)","(1, 2)","(0, 0.0)",0.0,0.0,0.0,0.0,2.0,4.0
7691.tif,"(8, 483)","(1, 2)","(0, 0.0)",1.0,0.0,0.0,0.0,0.0,0.0
7694.tif,"(7, 368)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7695.tif,"(1, 53)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7706.tif,"(2, 67)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7707.tif,"(3, 99)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7709.tif,"(2, 61)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7710.tif,"(2, 90)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7711.tif,"(1, 17)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,2.0,0.0
7713.tif,"(2, 80)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7714.tif,"(3, 144)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7715.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7718.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7724.tif,"(0, 0.0)","(0, 0.0)","(1, 4)",0.0,0.0,0.0,0.0,0.0,0.0
7725.tif,"(5, 276)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7726.tif,"(2, 117)","(0, 0.0)","(1, 22)",0.0,0.0,0.0,0.0,0.0,0.0
7728.tif,"(4, 282)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7729.tif,"(2, 34)","(0, 0.0)","(2, 238)",0.0,0.0,0.0,0.0,0.0,0.0
7730.tif,"(3, 99)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7731.tif,"(2, 88)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7732.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7733.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,1.0,0.0
7734.tif,"(1, 35)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
7735.tif,"(1, 14)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7736.tif,"(0, 0.0)","(0, 0.0)","(1, 12)",0.0,0.0,0.0,0.0,0.0,0.0
7737.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7738.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7739.tif,"(0, 0.0)","(0, 0.0)","(1, 96)",0.0,0.0,0.0,0.0,0.0,0.0
7740.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7745.tif,"(5, 370)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7746.tif,"(2, 37)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7748.tif,"(1, 107)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7749.tif,"(11, 708)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7750.tif,"(8, 532)","(0, 0.0)","(2, 58)",0.0,1.0,0.0,0.0,0.0,0.0
7751.tif,"(2, 83)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7752.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7753.tif,"(8, 526)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
7754.tif,"(8, 591)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,1.0,0.0
7755.tif,"(3, 158)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7756.tif,"(2, 93)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7762.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7766.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7767.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7769.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7770.tif,"(2, 81)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7771.tif,"(6, 153)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7772.tif,"(1, 21)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7773.tif,"(10, 409)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7774.tif,"(9, 301)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7775.tif,"(4, 121)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7777.tif,"(4, 197)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7778.tif,"(9, 473)","(0, 0.0)","(1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
7779.tif,"(6, 232)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7784.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7785.tif,"(2, 85)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7786.tif,"(1, 30)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7788.tif,"(4, 225)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7789.tif,"(2, 43)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7790.tif,"(1, 66)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7791.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7792.tif,"(5, 272)","(0, 0.0)","(2, 26)",0.0,0.0,0.0,0.0,1.0,0.0
7793.tif,"(5, 168)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7794.tif,"(4, 251)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7795.tif,"(2, 69)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7797.tif,"(1, 81)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7798.tif,"(2, 108)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7799.tif,"(3, 203)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7805.tif,"(6, 160)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7806.tif,"(3, 151)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7808.tif,"(0, 0.0)","(0, 0.0)","(2, 6)",0.0,0.0,0.0,0.0,0.0,0.0
7809.tif,"(4, 149)","(0, 0.0)","(1, 4)",0.0,0.0,0.0,0.0,1.0,0.0
7810.tif,"(1, 49)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7811.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7812.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7813.tif,"(3, 131)","(0, 0.0)","(1, 3)",0.0,0.0,0.0,0.0,0.0,0.0
7814.tif,"(2, 56)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7815.tif,"(2, 54)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7821.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7822.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7823.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7825.tif,"(1, 17)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7829.tif,"(6, 324)","(0, 0.0)","(2, 7)",0.0,0.0,0.0,0.0,0.0,0.0
7830.tif,"(3, 95)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7832.tif,"(2, 90)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7833.tif,"(12, 532)","(0, 0.0)","(2, 6)",0.0,0.0,0.0,0.0,0.0,0.0
7834.tif,"(7, 327)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7837.tif,"(3, 165)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7838.tif,"(2, 87)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7845.tif,"(4, 165)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7846.tif,"(3, 159)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7848.tif,"(1, 49)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7849.tif,"(8, 345)","(0, 0.0)","(1, 9)",0.0,1.0,0.0,0.0,1.0,0.0
7850.tif,"(7, 319)","(0, 0.0)","(1, 58)",0.0,0.0,0.0,0.0,0.0,0.0
7852.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7853.tif,"(4, 208)","(0, 0.0)","(1, 3)",0.0,0.0,0.0,0.0,1.0,0.0
7854.tif,"(1, 64)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
7866.tif,"(0, 0.0)","(0, 0.0)","(1, 6)",0.0,0.0,0.0,0.0,0.0,0.0
7868.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7869.tif,"(0, 0.0)","(0, 0.0)","(2, 115)",0.0,0.0,0.0,0.0,0.0,0.0
7870.tif,"(1, 50)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7871.tif,"(3, 165)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
7873.tif,"(1, 35)","(0, 0.0)","(1, 3)",0.0,0.0,0.0,0.0,0.0,0.0
7874.tif,"(1, 20)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7875.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7877.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7878.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
7879.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7885.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7886.tif,"(1, 71)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7887.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7889.tif,"(7, 368)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7890.tif,"(5, 313)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
7891.tif,"(1, 68)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7893.tif,"(6, 371)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7894.tif,"(13, 940)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
7895.tif,"(1, 79)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7897.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,1.0,0.0
7898.tif,"(4, 285)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7900.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7901.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7904.tif,"(8, 225)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7905.tif,"(12, 469)","(0, 0.0)","(2, 52)",0.0,2.0,0.0,0.0,0.0,0.0
7906.tif,"(3, 166)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
7908.tif,"(11, 367)","(0, 0.0)","(3, 67)",0.0,3.0,0.0,0.0,1.0,0.0
7909.tif,"(35, 1426)","(1, 14)","(13, 279)",0.0,9.0,0.0,0.0,3.0,1.0
7910.tif,"(23, 926)","(0, 0.0)","(7, 132)",0.0,6.0,0.0,0.0,1.0,0.0
7911.tif,"(7, 302)","(0, 0.0)","(4, 100)",0.0,4.0,0.0,0.0,0.0,0.0
7912.tif,"(6, 255)","(0, 0.0)","(3, 7)",0.0,3.0,0.0,0.0,0.0,1.0
7913.tif,"(3, 70)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7914.tif,"(10, 389)","(1, 10)","(1, 1)",0.0,1.0,0.0,0.0,0.0,1.0
7925.tif,"(2, 76)","(0, 0.0)","(4, 22)",0.0,1.0,0.0,0.0,0.0,0.0
7926.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7928.tif,"(0, 0.0)","(0, 0.0)","(3, 27)",0.0,0.0,0.0,0.0,0.0,0.0
7929.tif,"(15, 450)","(1, 31)","(12, 224)",0.0,3.0,0.0,0.0,1.0,1.0
7930.tif,"(4, 100)","(1, 3)","(6, 23)",0.0,1.0,0.0,0.0,2.0,1.0
7931.tif,"(1, 19)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7933.tif,"(8, 292)","(0, 0.0)","(5, 14)",0.0,4.0,0.0,0.0,0.0,0.0
7934.tif,"(2, 67)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7935.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7946.tif,"(7, 227)","(0, 0.0)","(7, 31)",0.0,2.0,0.0,0.0,0.0,0.0
7947.tif,"(7, 254)","(1, 49)","(8, 78)",0.0,3.0,1.0,0.0,0.0,0.0
7949.tif,"(9, 384)","(0, 0.0)","(1, 8)",0.0,1.0,0.0,0.0,0.0,0.0
7950.tif,"(22, 965)","(0, 0.0)","(7, 26)",0.0,3.0,0.0,0.0,2.0,0.0
7951.tif,"(26, 1339)","(0, 0.0)","(14, 73)",0.0,8.0,0.0,0.0,3.0,1.0
7952.tif,"(1, 16)","(0, 0.0)","(1, 1)",0.0,0.0,0.0,0.0,1.0,0.0
7953.tif,"(6, 142)","(0, 0.0)","(5, 20)",0.0,1.0,0.0,0.0,0.0,0.0
7954.tif,"(14, 701)","(0, 0.0)","(8, 25)",0.0,5.0,0.0,0.0,1.0,1.0
7955.tif,"(9, 389)","(0, 0.0)","(5, 14)",0.0,3.0,0.0,0.0,1.0,0.0
7957.tif,"(0, 0.0)","(1, 1)","(10, 165)",0.0,0.0,1.0,0.0,0.0,0.0
7958.tif,"(0, 0.0)","(0, 0.0)","(3, 9)",0.0,0.0,0.0,0.0,0.0,0.0
7965.tif,"(3, 98)","(0, 0.0)","(1, 1)",0.0,1.0,0.0,0.0,0.0,0.0
7966.tif,"(3, 106)","(0, 0.0)","(3, 11)",0.0,1.0,0.0,0.0,0.0,0.0
7969.tif,"(2, 99)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7970.tif,"(6, 230)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7971.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7973.tif,"(6, 165)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,1.0
7974.tif,"(2, 93)","(1, 1)","(3, 11)",0.0,0.0,0.0,0.0,0.0,1.0
7975.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7985.tif,"(6, 182)","(0, 0.0)","(1, 47)",0.0,1.0,0.0,0.0,0.0,0.0
7986.tif,"(11, 563)","(0, 0.0)","(5, 58)",0.0,2.0,0.0,0.0,3.0,0.0
7989.tif,"(13, 700)","(0, 0.0)","(8, 53)",0.0,5.0,0.0,0.0,1.0,0.0
7990.tif,"(21, 1017)","(1, 29)","(10, 42)",0.0,4.0,0.0,0.0,4.0,3.0
7993.tif,"(14, 709)","(0, 0.0)","(6, 174)",0.0,6.0,0.0,0.0,0.0,0.0
7994.tif,"(18, 729)","(0, 0.0)","(2, 8)",0.0,2.0,0.0,0.0,0.0,0.0
8000.tif,"(1, 30)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8005.tif,"(25, 876)","(1, 1)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,1.0
8006.tif,"(23, 866)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8007.tif,"(6, 185)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8009.tif,"(27, 1109)","(2, 5)","(1, 31)",0.0,0.0,0.0,0.0,2.0,2.0
8010.tif,"(32, 1205)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8011.tif,"(14, 391)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8013.tif,"(29, 1017)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8014.tif,"(33, 1330)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8016.tif,"(5, 176)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8026.tif,"(16, 767)","(0, 0.0)","(10, 182)",0.0,8.0,0.0,0.0,0.0,0.0
8029.tif,"(6, 161)","(0, 0.0)","(3, 25)",0.0,0.0,0.0,0.0,1.0,0.0
8030.tif,"(23, 991)","(0, 0.0)","(13, 190)",0.0,9.0,0.0,0.0,2.0,0.0
8031.tif,"(29, 925)","(0, 0.0)","(9, 99)",0.0,4.0,0.0,0.0,0.0,1.0
8033.tif,"(7, 228)","(0, 0.0)","(2, 38)",0.0,2.0,0.0,0.0,0.0,0.0
8034.tif,"(32, 1466)","(0, 0.0)","(25, 262)",0.0,14.0,0.0,0.0,3.0,0.0
8035.tif,"(20, 867)","(0, 0.0)","(6, 127)",0.0,6.0,0.0,0.0,2.0,0.0
8037.tif,"(0, 0.0)","(0, 0.0)","(1, 6)",0.0,0.0,0.0,0.0,0.0,0.0
8038.tif,"(3, 101)","(1, 9)","(4, 61)",0.0,1.0,0.0,0.0,0.0,0.0
8039.tif,"(8, 257)","(0, 0.0)","(1, 19)",0.0,1.0,0.0,0.0,0.0,0.0
8045.tif,"(3, 156)","(0, 0.0)","(2, 20)",0.0,1.0,0.0,0.0,0.0,0.0
8049.tif,"(33, 1782)","(0, 0.0)","(36, 453)",0.0,20.0,0.0,0.0,2.0,1.0
8050.tif,"(29, 1365)","(0, 0.0)","(15, 127)",0.0,12.0,0.0,0.0,0.0,2.0
8051.tif,"(4, 214)","(0, 0.0)","(3, 27)",0.0,3.0,0.0,0.0,0.0,0.0
8053.tif,"(11, 656)","(0, 0.0)","(9, 196)",0.0,6.0,0.0,0.0,0.0,0.0
8054.tif,"(31, 1656)","(0, 0.0)","(26, 301)",0.0,19.0,0.0,0.0,1.0,0.0
8055.tif,"(2, 143)","(0, 0.0)","(4, 64)",0.0,2.0,0.0,0.0,0.0,0.0
8069.tif,"(9, 574)","(0, 0.0)","(11, 282)",0.0,4.0,0.0,0.0,1.0,0.0
8070.tif,"(10, 570)","(0, 0.0)","(13, 154)",0.0,5.0,0.0,0.0,3.0,0.0
8071.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8073.tif,"(2, 147)","(0, 0.0)","(1, 64)",0.0,1.0,0.0,0.0,0.0,0.0
8074.tif,"(7, 448)","(0, 0.0)","(7, 101)",0.0,3.0,0.0,0.0,1.0,0.0
8075.tif,"(1, 25)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8076.tif,"(2, 117)","(0, 0.0)","(2, 3804)",0.0,1.0,0.0,0.0,0.0,0.0
8077.tif,"(8, 282)","(0, 0.0)","(2, 1071)",0.0,4.0,0.0,0.0,0.0,0.0
8078.tif,"(5, 161)","(0, 0.0)","(1, 6)",0.0,0.0,0.0,0.0,0.0,0.0
8079.tif,"(0, 0.0)","(0, 0.0)","(1, 18)",0.0,0.0,0.0,0.0,0.0,0.0
8080.tif,"(0, 0.0)","(0, 0.0)","(2, 2)",0.0,0.0,0.0,0.0,0.0,0.0
8081.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8082.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8084.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8085.tif,"(4, 177)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8086.tif,"(1, 36)","(0, 0.0)","(1, 11)",0.0,0.0,0.0,0.0,1.0,0.0
8088.tif,"(4, 162)","(0, 0.0)","(4, 73)",0.0,1.0,0.0,0.0,1.0,0.0
8089.tif,"(10, 520)","(0, 0.0)","(6, 71)",0.0,0.0,0.0,0.0,3.0,0.0
8090.tif,"(11, 575)","(0, 0.0)","(12, 194)",0.0,6.0,0.0,0.0,3.0,0.0
8091.tif,"(1, 38)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8092.tif,"(12, 562)","(0, 0.0)","(4, 66)",0.0,3.0,0.0,0.0,1.0,0.0
8093.tif,"(10, 562)","(0, 0.0)","(11, 81)",0.0,4.0,0.0,0.0,4.0,0.0
8094.tif,"(5, 200)","(0, 0.0)","(6, 143)",0.0,4.0,0.0,0.0,4.0,0.0
8095.tif,"(5, 234)","(0, 0.0)","(8, 261)",0.0,3.0,0.0,0.0,4.0,0.0
8096.tif,"(4, 149)","(0, 0.0)","(1, 11)",0.0,0.0,0.0,0.0,1.0,0.0
8098.tif,"(11, 436)","(0, 0.0)","(1, 6)",0.0,1.0,0.0,0.0,0.0,0.0
8099.tif,"(1, 20)","(0, 0.0)","(2, 621)",0.0,0.0,0.0,0.0,0.0,0.0
8102.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8103.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8106.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8107.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8109.tif,"(17, 813)","(0, 0.0)","(19, 538)",0.0,13.0,0.0,0.0,6.0,0.0
8110.tif,"(1, 10)","(0, 0.0)","(7, 45)",0.0,0.0,0.0,0.0,1.0,0.0
